regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
FOXO3	ESR1	tf-gene	Experimental	Transfac	Adenocarcinoma of lung, Carcinoma, Non-Small-Cell Lung, Carcinoma, Adenoid Cystic, Diabetes Mellitus, Experimental	Breast Neoplasms, Alzheimer Disease, Neoplasm Metastasis, Carcinoma, Coronary Artery Disease, Migraine Disorders, Obesity, Leiomyoma, Myocardial Infarction, Infertility, Male, Atherosclerosis, Prostatic Neoplasms, Adenocarcinoma, Carcinoma, Hepatocellular, Lung Neoplasms, Leukemia, Oligospermia, Bone Diseases, Metabolic, Disease Models, Animal, Disease Progression, Female Urogenital Diseases, Feminization, Glomerulonephritis, Liver Neoplasms, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Mesothelioma, Neoplasm Recurrence, Local, Peripheral Nervous System Diseases, Prostatic Intraepithelial Neoplasia, Psychoses, Substance-Induced, Urinary Bladder Neoplasms	FALSE	TRUE	1	1
FOXO3	AR	tf-gene	Experimental	PMID20584335	Adenocarcinoma of lung, Carcinoma, Non-Small-Cell Lung, Carcinoma, Adenoid Cystic, Diabetes Mellitus, Experimental	Androgen-Insensitivity Syndrome, Hypertension, Prostatic Neoplasms, Infertility, Male, Breast Neoplasms, Reifenstein syndrome, Carcinoma, Hepatocellular, Autistic Disorder, Prostatic Intraepithelial Neoplasia, Insulin Resistance, Bulbospinal neuronopathy, X-linked recessive, Leukemia, Alopecia, Breast Neoplasms, Male, Diabetes, Gestational, Hypospadias 1, X-Linked, Neoplasm Recurrence, Local	FALSE	TRUE	1	1
FOXO3	IRS2	tf-gene	Experimental	Transfac	Adenocarcinoma of lung, Carcinoma, Non-Small-Cell Lung, Carcinoma, Adenoid Cystic, Diabetes Mellitus, Experimental	Diabetes Mellitus, Type 2, Hyperglycemia, Carcinoma, Hepatocellular, Medulloblastoma, Stomach Neoplasms	FALSE	TRUE	1	1
FUBP1	MYC	tf-gene	Experimental	Transfac		Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	FALSE	TRUE	1	1
GATA4	EPHX1	tf-gene	Experimental	Transfac	Atrial septal defect 2, Tetralogy of Fallot, Alcoholism, Colorectal Neoplasms, Myocardial Infarction, VENTRICULAR SEPTAL DEFECT 1, ATRIOVENTRICULAR SEPTAL DEFECT 4, Cardiomegaly, Hernia, Diaphragmatic	Pulmonary Disease, Chronic Obstructive, Pre-Eclampsia, Lung Neoplasms, Carcinoma, Hepatocellular, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Lymphoma, Non-Hodgkin, Multiple Myeloma, Carcinoma, Pulmonary Emphysema, Lymphoma, Abnormalities, Drug-Induced, Amphetamine-Related Disorders, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Micronuclei, Chromosome-Defective, Peripheral Nervous System Diseases, Prostatic Neoplasms	FALSE	TRUE	1	1
GATA4	CYP17A1	tf-gene	Experimental	PMID20584335	Atrial septal defect 2, Tetralogy of Fallot, Alcoholism, Colorectal Neoplasms, Myocardial Infarction, VENTRICULAR SEPTAL DEFECT 1, ATRIOVENTRICULAR SEPTAL DEFECT 4, Cardiomegaly, Hernia, Diaphragmatic	Adrenal hyperplasia, congenital, type 5, Breast Neoplasms, Prostatic Neoplasms, Adrenal Hyperplasia, Congenital, Carcinoma, Hepatocellular, Amenorrhea, Hypogonadism, Infertility, Male, Hyperkalemia, Hypertension, Malignant, Hypopituitarism, Infertility, Female, Liver Cirrhosis, Experimental, Non-alcoholic Fatty Liver Disease, Oligomenorrhea, Ovarian Cysts, Sexual Dysfunctions, Psychological	FALSE	TRUE	1	1
GBX2	IL6	tf-gene	Experimental	PMID20584335	Amyotrophic lateral sclerosis 1	Diabetes Mellitus, Type 2, Heart Failure, Diabetes Mellitus, Experimental, Reperfusion Injury, Shock, Hemorrhagic, Multiple Myeloma, Arthritis, Rheumatoid, Obesity, Myocardial Infarction, Atherosclerosis, Inflammation, Prostatic Neoplasms, Stroke, Breast Neoplasms, Neoplasm Metastasis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Arthritis, Juvenile Rheumatoid, Crohn Disease, Sarcoma, Kaposi, Carcinoma, Hepatocellular, Psoriasis, Parkinson Disease, Cachexia, Obstetric Labor, Premature, Abortion, Spontaneous, Pulmonary Fibrosis, Autoimmune Diseases, Schizophrenia, Colitis, Osteoporosis, Osteoporosis, Postmenopausal, Wounds and Injuries, Leukemia, Lymphocytic, Chronic, B-Cell, Giant Lymph Node Hyperplasia, Pneumonia, Inflammatory Bowel Diseases, Ovarian Neoplasms, Cholangiocarcinoma, Myocardial Ischemia, Ischemia, Depressive Disorder, Neurodegenerative Diseases, Dermatitis, Atopic, Intracranial Arteriovenous Malformations, Glomerulonephritis, Brain Injuries, Carcinoma, Basal Cell, Liver Cirrhosis, Hypercalcemia, Seizures, Arthritis, Experimental, Autistic Disorder, Cardiomyopathies, Headache, Hemolytic-Uremic Syndrome, Liver Cirrhosis, Alcoholic, Amnesia, Brain Ischemia, Peripheral Nervous System Diseases, Acute Kidney Injury, Albuminuria, Berylliosis, Burns, Cholestasis, Drug-Induced Liver Injury, Edema, Entamoebiasis, Fever, Hepatitis, Autoimmune, Hernia, Diaphragmatic, HIV Wasting Syndrome, Hyperalgesia, Hyperoxaluria, Hyperparathyroidism, Secondary, Hypersensitivity, Hypoalbuminemia, Hypotension, Infarction, Middle Cerebral Artery, Leishmaniasis, Leishmaniasis, Visceral, Lichenoid Eruptions, Lung Injury, Meningitis, Aseptic, Mitochondrial Myopathies, Necrosis, Pleurisy, Polymyositis, Pregnancy Complications, Cardiovascular, Respiratory Hypersensitivity, Ventricular Dysfunction, Left	FALSE	TRUE	1	1
GTF2I	FOS	tf-gene	Experimental	Transfac	Williams Syndrome, Child Development Disorders, Pervasive, Leukemia, Myeloid, Acute	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	FALSE	TRUE	1	1
HIVEP1	MYC	tf-gene	Experimental	PMID20584335		Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	FALSE	TRUE	1	1
HNF1A	SLC2A2	tf-gene	Experimental	Transfac	Maturity-Onset Diabetes of the Young, Type 3, Diabetes Mellitus, Insulin-Dependent, 20, Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1, Hypoglycemia, Carcinoma, Renal Cell, Hepatic Adenomas, Familial	Fanconi-Bickel Syndrome, Diabetes Mellitus, Type 2, Diabetes Mellitus, Experimental, Carcinoma, Hepatocellular, Breast Neoplasms, Fanconi Syndrome, Fatty Liver	FALSE	TRUE	1	1
HNF1A	F2	tf-gene	Experimental	Transfac	Maturity-Onset Diabetes of the Young, Type 3, Diabetes Mellitus, Insulin-Dependent, 20, Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1, Hypoglycemia, Carcinoma, Renal Cell, Hepatic Adenomas, Familial	Hypoprothrombinemias, Disseminated Intravascular Coagulation, Nephrosis, Venous Thrombosis, Thrombosis, Thrombophilia, Venous Thromboembolism, Thromboembolism, Myocardial Infarction, Stroke, Carcinoma, Hepatocellular, Brain Ischemia, Blood Coagulation Disorders, Cerebral Infarction, Sinus Thrombosis, Intracranial, Alzheimer Disease, Liver Cirrhosis, Liver Failure, Fatty Liver, Hemorrhage, Nerve Degeneration, Paratuberculosis, Skin Diseases, Vascular	FALSE	TRUE	1	1
HNF1A	CRP	tf-gene	Experimental	Transfac	Maturity-Onset Diabetes of the Young, Type 3, Diabetes Mellitus, Insulin-Dependent, 20, Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1, Hypoglycemia, Carcinoma, Renal Cell, Hepatic Adenomas, Familial	Inflammation, Arthritis, Rheumatoid, Hypertension, Myocardial Ischemia, Cardiovascular Diseases, Atherosclerosis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Crohn Disease, Infection, Acute Coronary Syndrome, Heart Diseases, Carcinoma, Hepatocellular, Metabolic Diseases, Lung Neoplasms, Thrombosis, Heart Failure, Periodontitis, Diabetes Mellitus, Type 1, Malaria, Psoriasis, Anxiety Disorders, Diabetic Retinopathy, Meningitis, Myocarditis, Arthritis, Experimental, Hyperparathyroidism, Secondary, Hypertriglyceridemia, Leishmaniasis, Leishmaniasis, Visceral, Nephritis, Interstitial, Pasteurellaceae Infections, Substance Withdrawal Syndrome	FALSE	TRUE	1	1
IKZF1	STAT4	tf-gene	Experimental	Transfac	Precursor Cell Lymphoblastic Leukemia-Lymphoma, Lymphoma, Lupus Erythematosus, Systemic, Colitis, Ulcerative	Lupus Erythematosus, Systemic, Arthritis, Rheumatoid, Scleroderma, Systemic, Behcet Syndrome, Carcinoma, Hepatocellular, Liver Cirrhosis, Biliary	FALSE	TRUE	1	1
IL1B	HTATIP2	tf-gene	Experimental	PMID20584335	Alzheimer Disease, Inflammation, Pneumonia, Pulmonary Fibrosis, Myocardial Infarction, Seizures, Stomach Neoplasms, Brain Injuries, Arthritis, Experimental, Diabetes Mellitus, Experimental, Drug-Induced Liver Injury, Fever, Hyperalgesia, Mucositis, Pleurisy, Arthritis, Rheumatoid, Multiple Sclerosis, Schizophrenia, Gastritis, Atrophic, Colitis, Ulcerative, Adenocarcinoma, Dermatomyositis, Stroke, Lung Neoplasms, Abortion, Spontaneous, Hypoglycemia, Stomach Ulcer, Dermatitis, Atopic, Anthracosis, Hypersensitivity, Osteoporosis, Postmenopausal, Bronchopulmonary Dysplasia, Muscular Diseases, Glioblastoma, Peptic Ulcer, Skin Diseases, Glomerulonephritis, Heart Failure, Myocardial Ischemia, Polymyositis, Urticaria, Breast Neoplasms, Cardiomyopathies, Colonic Neoplasms, Hemolytic-Uremic Syndrome, Leishmaniasis, Visceral, Arsenic Poisoning, Brain Ischemia, Burns, Calcinosis, Cardiomegaly, Entamoebiasis, Heart Valve Diseases, HIV Wasting Syndrome, Hyperemia, Hypotension, Kearns-Sayre Syndrome, Learning Disorders, Leishmaniasis, Cutaneous, Lethargy, Leukocytosis, Liver Cirrhosis, Experimental, Lymphopenia, Manganese Poisoning, MELAS Syndrome, Memory Disorders, MERRF Syndrome, Mitochondrial Myopathies, Necrosis, Neutropenia, Ophthalmoplegia, Chronic Progressive External, Optic Atrophy, Hereditary, Leber, Radiation Injuries, Experimental, Reperfusion Injury, Sleep Disorders	Carcinoma, Hepatocellular	FALSE	TRUE	1	1
IL6	HSPA4	tf-gene	Experimental	PMID20584335	Diabetes Mellitus, Type 2, Heart Failure, Diabetes Mellitus, Experimental, Reperfusion Injury, Shock, Hemorrhagic, Multiple Myeloma, Arthritis, Rheumatoid, Obesity, Myocardial Infarction, Atherosclerosis, Inflammation, Prostatic Neoplasms, Stroke, Breast Neoplasms, Neoplasm Metastasis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Arthritis, Juvenile Rheumatoid, Crohn Disease, Sarcoma, Kaposi, Carcinoma, Hepatocellular, Psoriasis, Parkinson Disease, Cachexia, Obstetric Labor, Premature, Abortion, Spontaneous, Pulmonary Fibrosis, Autoimmune Diseases, Schizophrenia, Colitis, Osteoporosis, Osteoporosis, Postmenopausal, Wounds and Injuries, Leukemia, Lymphocytic, Chronic, B-Cell, Giant Lymph Node Hyperplasia, Pneumonia, Inflammatory Bowel Diseases, Ovarian Neoplasms, Cholangiocarcinoma, Myocardial Ischemia, Ischemia, Depressive Disorder, Neurodegenerative Diseases, Dermatitis, Atopic, Intracranial Arteriovenous Malformations, Glomerulonephritis, Brain Injuries, Carcinoma, Basal Cell, Liver Cirrhosis, Hypercalcemia, Seizures, Arthritis, Experimental, Autistic Disorder, Cardiomyopathies, Headache, Hemolytic-Uremic Syndrome, Liver Cirrhosis, Alcoholic, Amnesia, Brain Ischemia, Peripheral Nervous System Diseases, Acute Kidney Injury, Albuminuria, Berylliosis, Burns, Cholestasis, Drug-Induced Liver Injury, Edema, Entamoebiasis, Fever, Hepatitis, Autoimmune, Hernia, Diaphragmatic, HIV Wasting Syndrome, Hyperalgesia, Hyperoxaluria, Hyperparathyroidism, Secondary, Hypersensitivity, Hypoalbuminemia, Hypotension, Infarction, Middle Cerebral Artery, Leishmaniasis, Leishmaniasis, Visceral, Lichenoid Eruptions, Lung Injury, Meningitis, Aseptic, Mitochondrial Myopathies, Necrosis, Pleurisy, Polymyositis, Pregnancy Complications, Cardiovascular, Respiratory Hypersensitivity, Ventricular Dysfunction, Left	Muscular Dystrophy, Facioscapulohumeral	TRUE	FALSE	1	1
IL6	HTATIP2	tf-gene	Experimental	PMID20584335	Diabetes Mellitus, Type 2, Heart Failure, Diabetes Mellitus, Experimental, Reperfusion Injury, Shock, Hemorrhagic, Multiple Myeloma, Arthritis, Rheumatoid, Obesity, Myocardial Infarction, Atherosclerosis, Inflammation, Prostatic Neoplasms, Stroke, Breast Neoplasms, Neoplasm Metastasis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Arthritis, Juvenile Rheumatoid, Crohn Disease, Sarcoma, Kaposi, Carcinoma, Hepatocellular, Psoriasis, Parkinson Disease, Cachexia, Obstetric Labor, Premature, Abortion, Spontaneous, Pulmonary Fibrosis, Autoimmune Diseases, Schizophrenia, Colitis, Osteoporosis, Osteoporosis, Postmenopausal, Wounds and Injuries, Leukemia, Lymphocytic, Chronic, B-Cell, Giant Lymph Node Hyperplasia, Pneumonia, Inflammatory Bowel Diseases, Ovarian Neoplasms, Cholangiocarcinoma, Myocardial Ischemia, Ischemia, Depressive Disorder, Neurodegenerative Diseases, Dermatitis, Atopic, Intracranial Arteriovenous Malformations, Glomerulonephritis, Brain Injuries, Carcinoma, Basal Cell, Liver Cirrhosis, Hypercalcemia, Seizures, Arthritis, Experimental, Autistic Disorder, Cardiomyopathies, Headache, Hemolytic-Uremic Syndrome, Liver Cirrhosis, Alcoholic, Amnesia, Brain Ischemia, Peripheral Nervous System Diseases, Acute Kidney Injury, Albuminuria, Berylliosis, Burns, Cholestasis, Drug-Induced Liver Injury, Edema, Entamoebiasis, Fever, Hepatitis, Autoimmune, Hernia, Diaphragmatic, HIV Wasting Syndrome, Hyperalgesia, Hyperoxaluria, Hyperparathyroidism, Secondary, Hypersensitivity, Hypoalbuminemia, Hypotension, Infarction, Middle Cerebral Artery, Leishmaniasis, Leishmaniasis, Visceral, Lichenoid Eruptions, Lung Injury, Meningitis, Aseptic, Mitochondrial Myopathies, Necrosis, Pleurisy, Polymyositis, Pregnancy Complications, Cardiovascular, Respiratory Hypersensitivity, Ventricular Dysfunction, Left	Carcinoma, Hepatocellular	TRUE	TRUE	1	1
IRF1	CASP8	tf-gene	Experimental	Transfac	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	CASPASE 8 DEFICIENCY, Status Epilepticus, Breast Neoplasms, Lung Neoplasms, Carcinoma, Hepatocellular, Melanoma, Carcinoma, Non-Small-Cell Lung, Carcinoma, squamous cell of head and neck, Autoimmune Lymphoproliferative Syndrome, Adenocarcinoma, Colorectal Neoplasms, Esophageal Neoplasms, Cerebral Hemorrhage, Dermatitis, Allergic Contact, Diabetes Mellitus, Type 2, Edema, Myocardial Reperfusion Injury, Papillomavirus Infections, Skin Neoplasms, Stomach Neoplasms, Uterine Cervical Neoplasms	FALSE	TRUE	1	1
IRF1	hsa-mir-155	tf-mirna	Experimental	Transmir	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms	FALSE	TRUE	0	1
IRF2	CTSS	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular	Obesity, Neoplasm Invasiveness	TRUE	FALSE	1	1
IRF2	COL1A2	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 4, Osteogenesis imperfecta, type 2A, Osteoporosis, Oral Submucous Fibrosis, osteogenesis imperfecta tarda, Osteoarthritis, Abortion, Spontaneous, Ehlers-Danlos syndrome, cardiac valvular form, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Fibrosis, Heart Valve Diseases	TRUE	FALSE	1	1
IRF2	IL10	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular	Sepsis, Reperfusion Injury, Prostatitis, Arthritis, Experimental, Lupus Erythematosus, Systemic, Arthritis, Rheumatoid, Colitis, Ulcerative, Inflammatory Bowel Diseases, Crohn Disease, Inflammation, Myocardial Infarction, Behcet Syndrome, Colitis, Diabetes Mellitus, Type 1, Irritable Bowel Syndrome, Lung Neoplasms, HIV Infections, Drug Hypersensitivity, Leishmaniasis, Leishmaniasis, Cutaneous, Dermatitis, Atopic, Leishmaniasis, Visceral, Carcinoma, Non-Small-Cell Lung, Glomerulonephritis, Hepatitis, Autoimmune, Brain Injuries, Prostatic Neoplasms, Enterocolitis, Dermatitis, Allergic Contact, Acute Kidney Injury, Appendicitis, Autistic Disorder, Burns, Entamoebiasis, Genetic Predisposition to Disease, Hyperalgesia, Hypersensitivity, Immediate, Liver Cirrhosis, Experimental, Mammary Neoplasms, Experimental, Mucositis, Multiple Organ Failure, Pleurisy	TRUE	FALSE	1	1
IRF2	CYBB	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Granulomatous Disease, Chronic, X-Linked, Hypertension, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Reperfusion Injury, Granulomatous Disease, Chronic, Atypical Mycobacteriosis, Familial, X-Linked 2, Brain Infarction, Heart Failure, Kidney Diseases, Myocardial Reperfusion Injury, Proteinuria	TRUE	FALSE	1	1
IRF2	TLR3	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Encephalitis, Herpes Simplex, HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 2, Macular Degeneration, Age-Related, 1	TRUE	FALSE	1	1
JUN	TERT	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lung Neoplasms, Carcinoma, Hepatocellular, Breast Neoplasms, Glioma, Dyskeratosis Congenita, Prostatic Neoplasms, Idiopathic Pulmonary Fibrosis, Urinary Bladder Neoplasms, Anemia, Aplastic, Carcinoma, Non-Small-Cell Lung, Melanoma, Cri-du-Chat Syndrome, Ovarian Neoplasms, Uterine Cervical Neoplasms, Dyskeratosis Congenita, Autosomal Dominant, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hoyeraal Hreidarsson syndrome, DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2, Carcinoma, Basal Cell, Coronary Artery Disease, Disease Progression, Kidney Diseases, Reperfusion Injury	TRUE	TRUE	1	1
JUN	TGM1	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lamellar ichthyosis, type 1, Ichthyosiform erythroderma, Brocq congenital, nonbullous form, Chloracne, Dry Eye Syndromes, Liver Diseases, Neurotoxicity Syndromes, Vitamin A Deficiency	TRUE	FALSE	1	1
JUN	CD226	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Colorectal Neoplasms, Abortion, Spontaneous, Endometriosis	TRUE	FALSE	1	1
JUN	GSS	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Glutathione synthetase deficiency, Carcinoma, Glutathione Synthetase Deficiency of Erythrocytes, Hemolytic Anemia due to, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Mouth Diseases	TRUE	FALSE	1	1
JUN	FLG	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Dermatitis, Atopic, Eczema, Ichthyosis Vulgaris, Dermatitis, Atopic, 1, Dermatitis, Atopic, 2	TRUE	FALSE	1	1
JUN	IL5	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Asthma, Eosinophilia, Dermatitis, Atopic, Pulmonary Fibrosis, Hepatitis, Autoimmune, Autistic Disorder, Dermatitis, Allergic Contact, Entamoebiasis	TRUE	FALSE	1	1
